Country,Code,Year,Renewable electricity (% electricity production)
Cameroon,CMR,1990,98.47979236
Cameroon,CMR,1991,98.56088561
Cameroon,CMR,1992,98.72122762
Cameroon,CMR,1993,98.94067797
Cameroon,CMR,1994,98.82352941
Cameroon,CMR,1995,98.85098743
Cameroon,CMR,1996,98.86246122
Cameroon,CMR,1997,98.84910486
Cameroon,CMR,1998,98.35858586
Cameroon,CMR,1999,98.75592417
Cameroon,CMR,2000,98.90804598
Cameroon,CMR,2001,98.10787913
Cameroon,CMR,2002,96.42424242
Cameroon,CMR,2003,95.76547231
Cameroon,CMR,2004,95.37712895
Cameroon,CMR,2005,94.20579421
Cameroon,CMR,2006,88.81707795
Cameroon,CMR,2007,74.82357429
Cameroon,CMR,2008,75.8493223
Cameroon,CMR,2009,70.67266125
Cameroon,CMR,2010,73.21579929
Cameroon,CMR,2011,75.01261989
Cameroon,CMR,2012,72.85835454
Cameroon,CMR,2013,69.6194332
Cameroon,CMR,2014,74.25599538
Canada,CAN,1990,62.37871882
Canada,CAN,1991,61.41041299
Canada,CAN,1992,61.67921442
Canada,CAN,1993,61.72232798
Canada,CAN,1994,60.40045134
Canada,CAN,1995,61.00409818
Canada,CAN,1996,63.10607423
Canada,CAN,1997,62.35094142
Canada,CAN,1998,60.40605432
Canada,CAN,1999,61.18370484
Canada,CAN,2000,60.60030119
Canada,CAN,2001,58.03265624
Canada,CAN,2002,59.88641921
Canada,CAN,2003,58.91556496
Canada,CAN,2004,58.44631709
Canada,CAN,2005,59.43284523
Canada,CAN,2006,59.43601725
Canada,CAN,2007,60.04869016
Canada,CAN,2008,61.29461264
Canada,CAN,2009,62.70043795
Canada,CAN,2010,61.44132653
Canada,CAN,2011,62.26869274
Canada,CAN,2012,62.72577867
Canada,CAN,2013,63.01787239
Canada,CAN,2014,62.79930012
Cape Verde,CPV,1990,0
Cape Verde,CPV,1991,0
Cape Verde,CPV,1992,0
Cape Verde,CPV,1993,2.857142857
Cape Verde,CPV,1994,6.801007557
Cape Verde,CPV,1995,7.56302521
Cape Verde,CPV,1996,8.059023837
Cape Verde,CPV,1997,7.725321888
Cape Verde,CPV,1998,7.480314961
Cape Verde,CPV,1999,6.650750341
Cape Verde,CPV,2000,5.395437782
Cape Verde,CPV,2001,3.889191314
Cape Verde,CPV,2002,3.107329124
Cape Verde,CPV,2003,2.689706987
Cape Verde,CPV,2004,2.925253628
Cape Verde,CPV,2005,2.72083017
Cape Verde,CPV,2006,2.953084068
Cape Verde,CPV,2007,2.548881386
Cape Verde,CPV,2008,1.921199442
Cape Verde,CPV,2009,1.505702931
Cape Verde,CPV,2010,1.182578598
Cape Verde,CPV,2011,6.722666083
Cape Verde,CPV,2012,18.36674843
Cape Verde,CPV,2013,20.55760334
Cape Verde,CPV,2014,17.29165138
Cayman Islands,CYM,1990,0
Cayman Islands,CYM,1991,0
Cayman Islands,CYM,1992,0
Cayman Islands,CYM,1993,0
Cayman Islands,CYM,1994,0
Cayman Islands,CYM,1995,0
Cayman Islands,CYM,1996,0
Cayman Islands,CYM,1997,0
Cayman Islands,CYM,1998,0
Cayman Islands,CYM,1999,0
Cayman Islands,CYM,2000,0
Cayman Islands,CYM,2001,0
Cayman Islands,CYM,2002,0
Cayman Islands,CYM,2003,0
Cayman Islands,CYM,2004,0
Cayman Islands,CYM,2005,0
Cayman Islands,CYM,2006,0
Cayman Islands,CYM,2007,0
Cayman Islands,CYM,2008,0
Cayman Islands,CYM,2009,0
Cayman Islands,CYM,2010,0
Cayman Islands,CYM,2011,0
Cayman Islands,CYM,2012,0
Cayman Islands,CYM,2013,0
Cayman Islands,CYM,2014,0
Central African Republic,CAF,1990,81.05263158
Central African Republic,CAF,1991,80.85106383
Central African Republic,CAF,1992,81.25
Central African Republic,CAF,1993,80.41237113
Central African Republic,CAF,1994,79.20792079
Central African Republic,CAF,1995,79.41176471
Central African Republic,CAF,1996,78.84615385
Central African Republic,CAF,1997,78.84615385
Central African Republic,CAF,1998,78.84615385
Central African Republic,CAF,1999,78.5046729
Central African Republic,CAF,2000,78.5046729
Central African Republic,CAF,2001,76.85185185
Central African Republic,CAF,2002,76.85185185
Central African Republic,CAF,2003,76.36363636
Central African Republic,CAF,2004,83.33333333
Central African Republic,CAF,2005,83.75
Central African Republic,CAF,2006,83.83233533
Central African Republic,CAF,2007,85.0931677
Central African Republic,CAF,2008,85.0931677
Central African Republic,CAF,2009,85
Central African Republic,CAF,2010,84.375
Central African Republic,CAF,2011,84.48275862
Central African Republic,CAF,2012,84.74576271
Central African Republic,CAF,2013,85.63535912
Central African Republic,CAF,2014,85.79234973
Chad,TCD,1990,0
Chad,TCD,1991,0
Chad,TCD,1992,0
Chad,TCD,1993,0
Chad,TCD,1994,0
Chad,TCD,1995,0
Chad,TCD,1996,0
Chad,TCD,1997,0
Chad,TCD,1998,0
Chad,TCD,1999,0
Chad,TCD,2000,0
Chad,TCD,2001,0
Chad,TCD,2002,0
Chad,TCD,2003,0
Chad,TCD,2004,0
Chad,TCD,2005,0
Chad,TCD,2006,0
Chad,TCD,2007,0
Chad,TCD,2008,0
Chad,TCD,2009,0
Chad,TCD,2010,0
Chad,TCD,2011,0
Chad,TCD,2012,0
Chad,TCD,2013,0
Chad,TCD,2014,0
Chile,CHL,1990,53.8373612
Chile,CHL,1991,70.97339813
Chile,CHL,1992,82.69462952
Chile,CHL,1993,81.6647919
Chile,CHL,1994,74.26514222
Chile,CHL,1995,72.40518072
Chile,CHL,1996,60.45293333
Chile,CHL,1997,62.13472685
Chile,CHL,1998,48.17088625
Chile,CHL,1999,38.03073717
Chile,CHL,2000,48.54783173
Chile,CHL,2001,54.26159742
Chile,CHL,2002,55.45098578
Chile,CHL,2003,50.15695402
Chile,CHL,2004,46.90087486
Chile,CHL,2005,53.88308818
Chile,CHL,2006,55.25488069
Chile,CHL,2007,44.15559999
Chile,CHL,2008,45.74902854
Chile,CHL,2009,48.8274431
Chile,CHL,2010,40.202535
Chile,CHL,2011,39.59642689
Chile,CHL,2012,36.44535562
Chile,CHL,2013,35.66687196
Chile,CHL,2014,41.18069968
China,CHN,1990,20.40793989
China,CHN,1991,18.47113079
China,CHN,1992,17.58457438
China,CHN,1993,18.12526017
China,CHN,1994,18.0884357
China,CHN,1995,19.2141393
China,CHN,1996,17.55221062
China,CHN,1997,17.51246602
China,CHN,1998,18.06115632
China,CHN,1999,16.68146593
China,CHN,2000,16.63949819
China,CHN,2001,18.95851917
China,CHN,2002,17.6186279
China,CHN,2003,15.03704033
China,CHN,2004,16.22326642
China,CHN,2005,16.17502498
China,CHN,2006,15.59278342
China,CHN,2007,15.26456598
China,CHN,2008,17.73787669
China,CHN,2009,17.8637982
China,CHN,2010,18.62163478
China,CHN,2011,16.76177043
China,CHN,2012,19.96623288
China,CHN,2013,20.29622738
China,CHN,2014,22.60980683
Colombia,COL,1990,76.38419011
Colombia,COL,1991,75.68261692
Colombia,COL,1992,68.66500729
Colombia,COL,1993,73.25397443
Colombia,COL,1994,78.49259823
Colombia,COL,1995,76.4046259
Colombia,COL,1996,82.99202066
Colombia,COL,1997,71.64443448
Colombia,COL,1998,69.74630822
Colombia,COL,1999,79.86081921
Colombia,COL,2000,75.52463768
Colombia,COL,2001,74.33819806
Colombia,COL,2002,76.50415168
Colombia,COL,2003,78.788595
Colombia,COL,2004,81.65087793
Colombia,COL,2005,80.16965652
Colombia,COL,2006,80.60076258
Colombia,COL,2007,81.53339128
Colombia,COL,2008,84.01086918
Colombia,COL,2009,72.87791562
Colombia,COL,2010,72.12069198
Colombia,COL,2011,83.46528973
Colombia,COL,2012,79.5501941
Colombia,COL,2013,73.9990498
Colombia,COL,2014,74.24771167
Comoros,COM,1990,0
Comoros,COM,1991,0
Comoros,COM,1992,0
Comoros,COM,1993,0
Comoros,COM,1994,0
Comoros,COM,1995,0
Comoros,COM,1996,0
Comoros,COM,1997,0
Comoros,COM,1998,0
Comoros,COM,1999,0
Comoros,COM,2000,0
Comoros,COM,2001,0
Comoros,COM,2002,0
Comoros,COM,2003,0
Comoros,COM,2004,0
Comoros,COM,2005,0
Comoros,COM,2006,0
Comoros,COM,2007,0
Comoros,COM,2008,0
Comoros,COM,2009,0
Comoros,COM,2010,0
Comoros,COM,2011,0
Comoros,COM,2012,0
Comoros,COM,2013,0
Comoros,COM,2014,0
Congo,COG,1990,99.39148073
Congo,COG,1991,100
Congo,COG,1992,99.06542056
Congo,COG,1993,99.17127072
Congo,COG,1994,99.38271605
Congo,COG,1995,99.43502825
Congo,COG,1996,99.56331878
Congo,COG,1997,99.5584989
Congo,COG,1998,99.41860465
Congo,COG,1999,85.58558559
Congo,COG,2000,99.66216216
Congo,COG,2001,100
Congo,COG,2002,100
Congo,COG,2003,85.71428571
Congo,COG,2004,83.12342569
Congo,COG,2005,81.98614319
Congo,COG,2006,82.1192053
Congo,COG,2007,82.30958231
Congo,COG,2008,81.34490239
Congo,COG,2009,61.2244898
Congo,COG,2010,54.71938776
Congo,COG,2011,61.17556071
Congo,COG,2012,58.05882353
Congo,COG,2013,56.81685196
Congo,COG,2014,54.71264368
Costa Rica,CRI,1990,97.52018454
Costa Rica,CRI,1991,94.8757764
Costa Rica,CRI,1992,82.83794788
Costa Rica,CRI,1993,89.92263844
Costa Rica,CRI,1994,90.1465798
Costa Rica,CRI,1995,82.74943659
Costa Rica,CRI,1996,90.71220325
Costa Rica,CRI,1997,96.9524149
Costa Rica,CRI,1998,91.85294661
Costa Rica,CRI,1999,97.84719974
Costa Rica,CRI,2000,99.14727562
Costa Rica,CRI,2001,98.51742031
Costa Rica,CRI,2002,98.37873754
Costa Rica,CRI,2003,97.89346572
Costa Rica,CRI,2004,99.1965916
Costa Rica,CRI,2005,96.71912833
Costa Rica,CRI,2006,93.87144993
Costa Rica,CRI,2007,92.02209945
Costa Rica,CRI,2008,92.85412708
Costa Rica,CRI,2009,95.15574651
Costa Rica,CRI,2010,93.31107169
Costa Rica,CRI,2011,91.22253865
Costa Rica,CRI,2012,91.84195007
Costa Rica,CRI,2013,88.31460674
Costa Rica,CRI,2014,89.79152393
Cote d'Ivoire,CIV,1990,66.66666667
Cote d'Ivoire,CIV,1991,69.01485966
Cote d'Ivoire,CIV,1992,56.64864865
Cote d'Ivoire,CIV,1993,50.2285192
Cote d'Ivoire,CIV,1994,49.72469293
Cote d'Ivoire,CIV,1995,60.53613845
Cote d'Ivoire,CIV,1996,54.6961326
Cote d'Ivoire,CIV,1997,46.61374349
Cote d'Ivoire,CIV,1998,34.23669816
Cote d'Ivoire,CIV,1999,36.412705
Cote d'Ivoire,CIV,2000,36.75
Cote d'Ivoire,CIV,2001,36.84749232
Cote d'Ivoire,CIV,2002,32.65961466
Cote d'Ivoire,CIV,2003,36.01336741
Cote d'Ivoire,CIV,2004,33.66606171
Cote d'Ivoire,CIV,2005,27.23112128
Cote d'Ivoire,CIV,2006,28.68258179
Cote d'Ivoire,CIV,2007,33.95489256
Cote d'Ivoire,CIV,2008,34.75862069
Cote d'Ivoire,CIV,2009,37.5234202
Cote d'Ivoire,CIV,2010,28.28164292
Cote d'Ivoire,CIV,2011,30.13608788
Cote d'Ivoire,CIV,2012,26.4395667
Cote d'Ivoire,CIV,2013,21.88235294
Cote d'Ivoire,CIV,2014,23.93193338
Croatia,HRV,1990,45.55285809
Croatia,HRV,1991,65.88748462
Croatia,HRV,1992,48.92159065
Croatia,HRV,1993,47.77289837
Croatia,HRV,1994,62.01983358
Croatia,HRV,1995,61.36265632
Croatia,HRV,1996,70.45556252
Croatia,HRV,1997,57.18472209
Croatia,HRV,1998,52.65409464
Croatia,HRV,1999,56.53078524
Croatia,HRV,2000,57.30267247
Croatia,HRV,2001,56.22895623
Croatia,HRV,2002,46.05273514
Croatia,HRV,2003,41.37355973
Croatia,HRV,2004,54.92552349
Croatia,HRV,2005,54.07061346
Croatia,HRV,2006,51.43542521
Croatia,HRV,2007,37.80789159
Croatia,HRV,2008,45.70847352
Croatia,HRV,2009,56.00598355
Croatia,HRV,2010,62.84130846
Croatia,HRV,2011,47.03842049
Croatia,HRV,2012,49.67431323
Croatia,HRV,2013,66.50175665
Croatia,HRV,2014,73.95802322
Cuba,CUB,1990,10.25026624
Cuba,CUB,1991,10.33441534
Cuba,CUB,1992,12.28982493
Cuba,CUB,1993,8.807489547
Cuba,CUB,1994,7.906393648
Cuba,CUB,1995,6.132113332
Cuba,CUB,1996,7.683590209
Cuba,CUB,1997,7.069136152
Cuba,CUB,1998,6.191687871
Cuba,CUB,1999,6.789953078
Cuba,CUB,2000,6.872006386
Cuba,CUB,2001,6.569056801
Cuba,CUB,2002,6.656474935
Cuba,CUB,2003,5.363693865
Cuba,CUB,2004,5.609568888
Cuba,CUB,2005,3.180810846
Cuba,CUB,2006,3.036007044
Cuba,CUB,2007,3.046981389
Cuba,CUB,2008,3.970812829
Cuba,CUB,2009,3.924664486
Cuba,CUB,2010,3.241938265
Cuba,CUB,2011,3.226351351
Cuba,CUB,2012,3.711743
Cuba,CUB,2013,4.352142111
Cuba,CUB,2014,4.017349995
Curacao,CUW,1990,0
Curacao,CUW,1991,0
Curacao,CUW,1992,0
Curacao,CUW,1993,0.880088009
Curacao,CUW,1994,0.823892894
Curacao,CUW,1995,0.792864222
Curacao,CUW,1996,0.784313725
Curacao,CUW,1997,0.765550239
Curacao,CUW,1998,0.720072007
Curacao,CUW,1999,0.718778077
Curacao,CUW,2000,0.713648528
Curacao,CUW,2001,2.922374429
Curacao,CUW,2002,2.789886661
Curacao,CUW,2003,2.709568163
Curacao,CUW,2004,2.644628099
Curacao,CUW,2005,2.564102564
Curacao,CUW,2006,2.6272578
Curacao,CUW,2007,2.547770701
Curacao,CUW,2008,2.576489533
Curacao,CUW,2009,2.465331279
Curacao,CUW,2010,2.418745276
Curacao,CUW,2011,2.41509434
Curacao,CUW,2012,3.489640131
Curacao,CUW,2013,3.539823009
Curacao,CUW,2014,3.591470258
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0
Cyprus,CYP,2005,0.022846699
Cyprus,CYP,2006,0.021496131
Cyprus,CYP,2007,0.061588996
Cyprus,CYP,2008,0.295333727
Cyprus,CYP,2009,0.594439118
Cyprus,CYP,2010,1.371664788
Cyprus,CYP,2011,3.611280179
Cyprus,CYP,2012,5.448378206
Cyprus,CYP,2013,7.622377622
Cyprus,CYP,2014,7.287356322
Czech Republic,CZE,1990,1.864431276
Czech Republic,CZE,1991,1.806030051
Czech Republic,CZE,1992,2.373977683
Czech Republic,CZE,1993,2.608517748
Czech Republic,CZE,1994,3.050232064
Czech Republic,CZE,1995,3.973586463
Czech Republic,CZE,1996,3.542610031
Czech Republic,CZE,1997,3.414983571
Czech Republic,CZE,1998,3.068519436
Czech Republic,CZE,1999,3.675244315
Czech Republic,CZE,2000,3.132586304
Czech Republic,CZE,2001,3.471455128
Czech Republic,CZE,2002,3.944996381
Czech Republic,CZE,2003,2.26888524
Czech Republic,CZE,2004,3.271273422
Czech Republic,CZE,2005,3.822728882
Czech Republic,CZE,2006,4.207808353
Czech Republic,CZE,2007,3.88541999
Czech Republic,CZE,2008,4.486208306
Czech Republic,CZE,2009,5.696659608
Czech Republic,CZE,2010,6.917568185
Czech Republic,CZE,2011,8.344462353
Czech Republic,CZE,2012,9.286980954
Czech Republic,CZE,2013,10.80431755
Czech Republic,CZE,2014,10.79414395
Democratic Republic of Congo,COD,1990,99.55752212
Democratic Republic of Congo,COD,1991,99.58341223
Democratic Republic of Congo,COD,1992,99.6871398
Democratic Republic of Congo,COD,1993,99.69341749
Democratic Republic of Congo,COD,1994,99.66114458
Democratic Republic of Congo,COD,1995,99.70859641
Democratic Republic of Congo,COD,1996,99.70535276
Democratic Republic of Congo,COD,1997,99.62324013
Democratic Republic of Congo,COD,1998,99.59813875
Democratic Republic of Congo,COD,1999,99.54768187
Democratic Republic of Congo,COD,2000,99.94984955
Democratic Republic of Congo,COD,2001,99.91613552
Democratic Republic of Congo,COD,2002,99.86885246
Democratic Republic of Congo,COD,2003,99.88612331
Democratic Republic of Congo,COD,2004,99.88676575
Democratic Republic of Congo,COD,2005,99.90507187
Democratic Republic of Congo,COD,2006,99.39016307
Democratic Republic of Congo,COD,2007,98.89621923
Democratic Republic of Congo,COD,2008,98.7150616
Democratic Republic of Congo,COD,2009,98.90501655
Democratic Republic of Congo,COD,2010,98.91208096
Democratic Republic of Congo,COD,2011,98.88593493
Democratic Republic of Congo,COD,2012,99.88150099
Democratic Republic of Congo,COD,2013,99.8907767
Democratic Republic of Congo,COD,2014,99.8754388
Denmark,DNK,1990,3.175275191
Denmark,DNK,1991,2.892324531
Denmark,DNK,1992,4.398464441
Denmark,DNK,1993,4.730087714
Denmark,DNK,1994,4.295431022
Denmark,DNK,1995,5.0356385
Denmark,DNK,1996,3.88003434
Denmark,DNK,1997,6.609500169
Denmark,DNK,1998,9.546858658
Denmark,DNK,1999,11.25128469
Denmark,DNK,2000,15.45502455
Denmark,DNK,2001,15.49471229
Denmark,DNK,2002,17.28052536
Denmark,DNK,2003,17.49014853
Denmark,DNK,2004,23.55574241
Denmark,DNK,2005,27.0705733
Denmark,DNK,2006,20.17276534
Denmark,DNK,2007,26.21070302
Denmark,DNK,2008,27.57264584
Denmark,DNK,2009,27.65852184
Denmark,DNK,2010,31.98239926
Denmark,DNK,2011,40.2537682
Denmark,DNK,2012,48.32741605
Denmark,DNK,2013,45.98388953
Denmark,DNK,2014,55.87421931
Djibouti,DJI,1990,0
Djibouti,DJI,1991,0
Djibouti,DJI,1992,0
Djibouti,DJI,1993,0
Djibouti,DJI,1994,0
Djibouti,DJI,1995,0
Djibouti,DJI,1996,0
Djibouti,DJI,1997,0
Djibouti,DJI,1998,0
Djibouti,DJI,1999,0
Djibouti,DJI,2000,0
Djibouti,DJI,2001,0
Djibouti,DJI,2002,0
Djibouti,DJI,2003,0
Djibouti,DJI,2004,0
Djibouti,DJI,2005,0
Djibouti,DJI,2006,0
Djibouti,DJI,2007,0
Djibouti,DJI,2008,0
Djibouti,DJI,2009,0
Djibouti,DJI,2010,0
Djibouti,DJI,2011,0
Djibouti,DJI,2012,0
Djibouti,DJI,2013,0
Djibouti,DJI,2014,0
Dominica,DMA,1990,53.33333333
Dominica,DMA,1991,51.61290323
Dominica,DMA,1992,51.61290323
Dominica,DMA,1993,51.61290323
Dominica,DMA,1994,50
Dominica,DMA,1995,51.78571429
Dominica,DMA,1996,60
Dominica,DMA,1997,51.51515152
Dominica,DMA,1998,47.14285714
Dominica,DMA,1999,43.24324324
Dominica,DMA,2000,41.55844156
Dominica,DMA,2001,33.37453646
Dominica,DMA,2002,44.93116395
Dominica,DMA,2003,36.30573248
Dominica,DMA,2004,42.55050505
Dominica,DMA,2005,33.33333333
Dominica,DMA,2006,32.55269321
Dominica,DMA,2007,25.34722222
Dominica,DMA,2008,23.54285714
Dominica,DMA,2009,25
Dominica,DMA,2010,23.30978809
Dominica,DMA,2011,35.65737052
Dominica,DMA,2012,26.34170359
Dominica,DMA,2013,36.45481629
Dominica,DMA,2014,29.91311139
Dominican Republic,DOM,1990,10.11357491
Dominican Republic,DOM,1991,13.65853659
Dominican Republic,DOM,1992,10.01612614
Dominican Republic,DOM,1993,21.74481599
Dominican Republic,DOM,1994,10.22465947
Dominican Republic,DOM,1995,11.77651999
Dominican Republic,DOM,1996,13.65079365
Dominican Republic,DOM,1997,9.853510227
Dominican Republic,DOM,1998,11.70536734
Dominican Republic,DOM,1999,14.64880227
Dominican Republic,DOM,2000,9.722330248
Dominican Republic,DOM,2001,8.056909919
Dominican Republic,DOM,2002,9.571198595
Dominican Republic,DOM,2003,11.67069863
Dominican Republic,DOM,2004,18.04669057
Dominican Republic,DOM,2005,19.41839388
Dominican Republic,DOM,2006,16.57649859
Dominican Republic,DOM,2007,15.35191638
Dominican Republic,DOM,2008,12.43305539
Dominican Republic,DOM,2009,13.46033512
Dominican Republic,DOM,2010,12.47554454
Dominican Republic,DOM,2011,13.04019626
Dominican Republic,DOM,2012,14.27641314
Dominican Republic,DOM,2013,14.2760181
Dominican Republic,DOM,2014,13.25580143
East Asia & Pacific,,1990,15.78070701
East Asia & Pacific,,1991,15.06546936
East Asia & Pacific,,1992,14.03851631
East Asia & Pacific,,1993,14.60764232
East Asia & Pacific,,1994,13.35589964
East Asia & Pacific,,1995,14.28531591
East Asia & Pacific,,1996,13.38093688
East Asia & Pacific,,1997,13.14048948
East Asia & Pacific,,1998,13.51205206
East Asia & Pacific,,1999,12.87007375
East Asia & Pacific,,2000,12.7979376
East Asia & Pacific,,2001,13.68809159
East Asia & Pacific,,2002,12.99875441
East Asia & Pacific,,2003,12.39081016
East Asia & Pacific,,2004,12.95821397
East Asia & Pacific,,2005,12.65053312
East Asia & Pacific,,2006,12.86015927
East Asia & Pacific,,2007,12.56578941
East Asia & Pacific,,2008,14.20684892
East Asia & Pacific,,2009,14.51484226
East Asia & Pacific,,2010,15.20745882
East Asia & Pacific,,2011,14.6717615
East Asia & Pacific,,2012,16.82824682
East Asia & Pacific,,2013,17.4370572
East Asia & Pacific,,2014,19.2909645
Ecuador,ECU,1990,78.5478028
Ecuador,ECU,1991,72.77028965
Ecuador,ECU,1992,69.1217343
Ecuador,ECU,1993,78.39697747
Ecuador,ECU,1994,80.61149312
Ecuador,ECU,1995,61.22909005
Ecuador,ECU,1996,67.92291221
Ecuador,ECU,1997,63.05732484
Ecuador,ECU,1998,59.74288338
Ecuador,ECU,1999,69.62553357
Ecuador,ECU,2000,71.70184697
Ecuador,ECU,2001,63.99095023
Ecuador,ECU,2002,63.29912517
Ecuador,ECU,2003,62.19469946
Ecuador,ECU,2004,57.57340376
Ecuador,ECU,2005,55.11637081
Ecuador,ECU,2006,51.69449378
Ecuador,ECU,2007,56.54165649
Ecuador,ECU,2008,61.14152097
Ecuador,ECU,2009,50.84818784
Ecuador,ECU,2010,45.49182429
Ecuador,ECU,2011,55.55880062
Ecuador,ECU,2012,54.86934827
Ecuador,ECU,2013,48.99187481
Ecuador,ECU,2014,49.17513473
Egypt,EGY,1990,23.50435441
Egypt,EGY,1991,22.34964782
Egypt,EGY,1992,21.23560576
Egypt,EGY,1993,21.93698217
Egypt,EGY,1994,22.25174428
Egypt,EGY,1995,21.94807692
Egypt,EGY,1996,20.955749
Egypt,EGY,1997,20.51584857
Egypt,EGY,1998,19.41047549
Egypt,EGY,1999,21.43660121
Egypt,EGY,2000,17.70344113
Egypt,EGY,2001,18.43255445
Egypt,EGY,2002,14.64626079
Egypt,EGY,2003,14.06448631
Egypt,EGY,2004,12.99815398
Egypt,EGY,2005,12.14095133
Egypt,EGY,2006,11.73325708
Egypt,EGY,2007,13.05932278
Egypt,EGY,2008,11.90094628
Egypt,EGY,2009,10.06906475
Egypt,EGY,2010,10.04795771
Egypt,EGY,2011,9.326836334
Egypt,EGY,2012,9.479569735
Egypt,EGY,2013,8.609937519
Egypt,EGY,2014,9.048775233
El Salvador,SLV,1990,93.19206492
El Salvador,SLV,1991,73.70483239
El Salvador,SLV,1992,75.86062133
El Salvador,SLV,1993,68.19978441
El Salvador,SLV,1994,58.94502701
El Salvador,SLV,1995,57.82477341
El Salvador,SLV,1996,68.50207223
El Salvador,SLV,1997,53.40211935
El Salvador,SLV,1998,53.43046358
El Salvador,SLV,1999,64.19652552
El Salvador,SLV,2000,58.06929227
El Salvador,SLV,2001,54.18468583
El Salvador,SLV,2002,51.38587611
El Salvador,SLV,2003,57.25587703
El Salvador,SLV,2004,54.64238116
El Salvador,SLV,2005,58.24175824
El Salvador,SLV,2006,57.38284704
El Salvador,SLV,2007,56.20375151
El Salvador,SLV,2008,62.51675603
El Salvador,SLV,2009,56.30179558
El Salvador,SLV,2010,65.04010695
El Salvador,SLV,2011,62.92947559
El Salvador,SLV,2012,60.23729357
El Salvador,SLV,2013,60.4432398
El Salvador,SLV,2014,59.69789491
Equatorial Guinea,GNQ,1990,6.872852234
Equatorial Guinea,GNQ,1991,10.52631579
Equatorial Guinea,GNQ,1992,14.03508772
Equatorial Guinea,GNQ,1993,15.625
Equatorial Guinea,GNQ,1994,18.18181818
Equatorial Guinea,GNQ,1995,20.58823529
Equatorial Guinea,GNQ,1996,22.58064516
Equatorial Guinea,GNQ,1997,25.92592593
Equatorial Guinea,GNQ,1998,20.58823529
Equatorial Guinea,GNQ,1999,17.5
Equatorial Guinea,GNQ,2000,13.91650099
Equatorial Guinea,GNQ,2001,41.93548387
Equatorial Guinea,GNQ,2002,41.93548387
Equatorial Guinea,GNQ,2003,39.39393939
Equatorial Guinea,GNQ,2004,31.96721311
Equatorial Guinea,GNQ,2005,31.96721311
Equatorial Guinea,GNQ,2006,31.96721311
Equatorial Guinea,GNQ,2007,31.96721311
Equatorial Guinea,GNQ,2008,31.96721311
Equatorial Guinea,GNQ,2009,31.96721311
Equatorial Guinea,GNQ,2010,31.96721311
Equatorial Guinea,GNQ,2011,13.87900356
Equatorial Guinea,GNQ,2012,44.87471526
Equatorial Guinea,GNQ,2013,44.87471526
Equatorial Guinea,GNQ,2014,44.87471526
Eritrea,ERI,1992,0
Eritrea,ERI,1993,0
Eritrea,ERI,1994,0
Eritrea,ERI,1995,0
Eritrea,ERI,1996,0
Eritrea,ERI,1997,0.46728972
Eritrea,ERI,1998,0.512820513
Eritrea,ERI,1999,0.46728972
Eritrea,ERI,2000,0.476190476
Eritrea,ERI,2001,0.429184549
Eritrea,ERI,2002,0.386100386
Eritrea,ERI,2003,0.36101083
Eritrea,ERI,2004,0.35335689
Eritrea,ERI,2005,0.347222222
Eritrea,ERI,2006,0.743494424
Eritrea,ERI,2007,0.694444444
Eritrea,ERI,2008,0.696864111
Eritrea,ERI,2009,0.677966102
Eritrea,ERI,2010,0.643086817
Eritrea,ERI,2011,0.59347181
Eritrea,ERI,2012,0.557103064
Eritrea,ERI,2013,0.550964187
Eritrea,ERI,2014,0.540540541
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0.008452371
Estonia,EST,1993,0.01096852
Estonia,EST,1994,0.03277972
Estonia,EST,1995,0.092028069
Estonia,EST,1996,0.076897726
Estonia,EST,1997,0.119331742
Estonia,EST,1998,0.187771388
Estonia,EST,1999,0.193517175
Estonia,EST,2000,0.211441325
Estonia,EST,2001,0.212189084
Estonia,EST,2002,0.351823619
Estonia,EST,2003,0.482330938
Estonia,EST,2004,0.582298137
Estonia,EST,2005,1.087702107
Estonia,EST,2006,1.335799425
Estonia,EST,2007,1.18949959
Estonia,EST,2008,1.861827805
Estonia,EST,2009,6.162433079
Estonia,EST,2010,8.05307004
Estonia,EST,2011,9.144497014
Estonia,EST,2012,12.34227459
Estonia,EST,2013,9.190207156
Estonia,EST,2014,11.16021212
Ethiopia,ETH,1990,88.35274542
Ethiopia,ETH,1991,89.49545079
Ethiopia,ETH,1992,92.74778405
Ethiopia,ETH,1993,91.32321041
Ethiopia,ETH,1994,93.3149552
Ethiopia,ETH,1995,93.51669941
Ethiopia,ETH,1996,94.19837804
Ethiopia,ETH,1997,97.0260223
Ethiopia,ETH,1998,97.09618875
Ethiopia,ETH,1999,98.84428224
Ethiopia,ETH,2000,98.6260454
Ethiopia,ETH,2001,99.055666
Ethiopia,ETH,2002,98.97260274
Ethiopia,ETH,2003,99.30313589
Ethiopia,ETH,2004,99.29105947
Ethiopia,ETH,2005,99.57820738
Ethiopia,ETH,2006,99.69409605
