Country,Code,Year,Traditional biofuels,"Other renewables (modern biofuels, geothermal, wave & tidal)",Wind,Solar PV,Hydropower,Total
Canada,CAN,1991,,3.984,0.001919192,0,,3.985919192
Canada,CAN,1992,,4.465,0.059,0.002052632,,4.526052632
Canada,CAN,1993,,4.817,0.059,0.002052632,,4.878052632
Canada,CAN,1994,,5.733,0.059,0.002052632,,5.794052632
Canada,CAN,1995,,6.780972512,0.059,0.003842105,,6.843814617
Canada,CAN,1996,,7.15208906,0.062,0.005894737,,7.219983797
Canada,CAN,1997,,7.759808544,0.062,0.006947368,,7.828755912
Canada,CAN,1998,,8.537891037,0.062,0.010105263,,8.6099963
Canada,CAN,1999,,8.495990763,0.162,0.013263158,,8.671253921
Canada,CAN,2000,,8.471190187,0.264,0.016421053,,8.751611239
Canada,CAN,2001,,9.188541741,0.329,0.019578947,,9.537120688
Canada,CAN,2002,,9.543798856,0.405,0.022736842,,9.971535698
Canada,CAN,2003,,8.946429345,0.69,0.022789474,,9.659218819
Canada,CAN,2004,,9.3143,0.945,0.014263158,,10.27356316
Canada,CAN,2005,,8.696543,1.552,0.018473684,,10.26701668
Canada,CAN,2006,,8.490744,2.448,0.022684211,,10.96142821
Canada,CAN,2007,,8.541124,2.977206,0.028947368,,11.54727737
Canada,CAN,2008,,7.579118,3.750629,0.035421053,,11.36516805
Canada,CAN,2009,,8.494054,6.575235,0.07478875,,15.14407775
Canada,CAN,2010,,9.78238,8.63695,0.22072375,,18.64005375
Canada,CAN,2011,,9.702995,10.94225703,0.4931475,,21.13839953
Canada,CAN,2012,,10.368028,13.55740187,0.816093514,,24.74152338
Canada,CAN,2013,,10.48323,16.54358139,1.23286875,,28.25968014
Canada,CAN,2014,,8.260683,20.61111759,1.865665,,30.73746559
Canada,CAN,2015,,10.22502,24.61153796,2.59622125,,37.43277921
Canada,CAN,2016,,10.25303375,27.24853514,3.081043151,,40.58261205
Chile,CHL,1965,,0,0,0,,0
Chile,CHL,1966,,0,0,0,,0
Chile,CHL,1967,,0,0,0,,0
Chile,CHL,1968,,0,0,0,,0
Chile,CHL,1969,,0,0,0,,0
Chile,CHL,1970,,0,0,0,,0
Chile,CHL,1971,,0.066,0,0,,0.066
Chile,CHL,1972,,0.057,0,0,,0.057
Chile,CHL,1973,,0.051,0,0,,0.051
Chile,CHL,1974,,0.046,0,0,,0.046
Chile,CHL,1975,,0.051,0,0,,0.051
Chile,CHL,1976,,0.073,0,0,,0.073
Chile,CHL,1977,,0.08,0,0,,0.08
Chile,CHL,1978,,0.091,0,0,,0.091
Chile,CHL,1979,,0.094,0,0,,0.094
Chile,CHL,1980,,0.105,0,0,,0.105
Chile,CHL,1981,,0.11,0,0,,0.11
Chile,CHL,1982,,0.137,0,0,,0.137
Chile,CHL,1983,,0.208,0,0,,0.208
Chile,CHL,1984,,0.201,0,0,,0.201
Chile,CHL,1985,,0.195,0,0,,0.195
Chile,CHL,1986,,0.28,0,0,,0.28
Chile,CHL,1987,,0.271,0,0,,0.271
Chile,CHL,1988,,0.327,0,0,,0.327
Chile,CHL,1989,,0.321,0,0,,0.321
Chile,CHL,1990,,0.963,0,0,,0.963
Chile,CHL,1991,,1.033,0,0,,1.033
Chile,CHL,1992,,1.743,0,0,,1.743
Chile,CHL,1993,,1.75,0,0,,1.75
Chile,CHL,1994,,1.786,0,0,,1.786
Chile,CHL,1995,,1.879,0,0,,1.879
Chile,CHL,1996,,1.738,0,0,,1.738
Chile,CHL,1997,,1.743,0,0,,1.743
Chile,CHL,1998,,1.161,0,0,,1.161
Chile,CHL,1999,,1.01,0,0,,1.01
Chile,CHL,2000,,0.941,0,0,,0.941
Chile,CHL,2001,,2.068,0.007070707,0,,2.075070707
Chile,CHL,2002,,1.944,0.007070707,0,,1.951070707
Chile,CHL,2003,,1.807,0.007070707,0,,1.814070707
Chile,CHL,2004,,2.031,0.005,0,,2.036
Chile,CHL,2005,,1.79,0.007,0,,1.797
Chile,CHL,2006,,1.431,0.007,0,,1.438
Chile,CHL,2007,,2.696,0.0112,0,,2.7072
Chile,CHL,2008,,3.083,0.037,0,,3.12
Chile,CHL,2009,,4.274,0.078206867,0,,4.352206867
Chile,CHL,2010,,2.247,0.332135807,0,,2.579135807
Chile,CHL,2011,,4.673,0.331633005,0,,5.004633005
Chile,CHL,2012,,4.854,0.390126812,0.00034039,,5.244467202
Chile,CHL,2013,,5.761,0.554751,0.008141,,6.323892
Chile,CHL,2014,,5.327,1.44212,0.489623,,7.258743
Chile,CHL,2015,,4.995367473,2.114334,1.293681699,,8.403383172
Chile,CHL,2016,,5.2542544,2.302318187,2.5502637,,10.10683629
China,CHN,1965,,0,0,0,,0
China,CHN,1966,,0,0,0,,0
China,CHN,1967,,0,0,0,,0
China,CHN,1968,,0,0,0,,0
China,CHN,1969,,0,0,0,,0
China,CHN,1970,,0,0,0,,0
China,CHN,1971,,0,0,0,,0
China,CHN,1972,,0,0,0,,0
China,CHN,1973,,0,0,0,,0
China,CHN,1974,,0,0,0,,0
China,CHN,1975,,0,0,0,,0
China,CHN,1976,,0,0,0,,0
China,CHN,1977,,0,0,0,,0
China,CHN,1978,,0,0,0,,0
China,CHN,1979,,0,0,0,,0
China,CHN,1980,,0,0,0,,0
China,CHN,1981,,0,0,0,,0
China,CHN,1982,,0,0,0,,0
China,CHN,1983,,0,0,0,,0
China,CHN,1984,,0,0,0,,0
China,CHN,1985,,0,0,0,,0
China,CHN,1986,,0,0,0,,0
China,CHN,1987,,0,0,0,,0
China,CHN,1988,,0,0,0,,0
China,CHN,1989,,0,0,0,,0
China,CHN,1990,,0.064,0.002020202,0.002,,0.068020202
China,CHN,1991,,0.064,0.009090909,0.002,,0.075090909
China,CHN,1992,,0.113,0.131313131,0.003,,0.247313131
China,CHN,1993,,0.117,0.212121212,0.004,,0.333121212
China,CHN,1994,,0.46,0.383838384,0.005,,0.848838384
China,CHN,1995,,3.014,0.616161616,0.007,,3.637161616
China,CHN,1996,,1.533,0.093939394,0.009,,1.635939394
China,CHN,1997,,2.722,0.197979798,0.011,,2.930979798
China,CHN,1998,,2.48,0.355555556,0.014,,2.849555556
China,CHN,1999,,2.52,0.473737374,0.017,,3.010737374
China,CHN,2000,,2.537,0.58989899,0.022,,3.14889899
China,CHN,2001,,2.554,0.719191919,0.031,,3.304191919
China,CHN,2002,,2.546,0.837373737,0.048,,3.431373737
China,CHN,2003,,2.536,0.996969697,0.064,,3.596969697
China,CHN,2004,,2.528,1.277777778,0.076,,3.881777778
China,CHN,2005,,5.322,1.946060606,0.084,,7.352060606
China,CHN,2006,,7.133,3.711818182,0.095,,10.93981818
China,CHN,2007,,9.863,5.479292929,0.114,,15.45629293
China,CHN,2008,,14.866,13.1,0.152,,28.118
China,CHN,2009,,20.85932,27.6,0.279,,48.73832
China,CHN,2010,,24.90023,44.622,0.701,,70.22323
China,CHN,2011,,27.707,70.331,2.61,,100.648
China,CHN,2012,,30.484845,95.978,3.5945099,,130.0573549
China,CHN,2013,,37.2864287,141.197,8.3738865,,186.8573152
China,CHN,2014,,44.7234287,156.078,23.51215664,,224.3135853
China,CHN,2015,,60.2791787,185.766,38.5,,284.5451787
China,CHN,2016,,73.40742661,241,66.2,,380.6074266
Colombia,COL,1965,,0,0,0,,0
Colombia,COL,1966,,0,0,0,,0
Colombia,COL,1967,,0,0,0,,0
Colombia,COL,1968,,0,0,0,,0
Colombia,COL,1969,,0,0,0,,0
Colombia,COL,1970,,0,0,0,,0
Colombia,COL,1971,,0,0,0,,0
Colombia,COL,1972,,0,0,0,,0
Colombia,COL,1973,,0,0,0,,0
Colombia,COL,1974,,0,0,0,,0
Colombia,COL,1975,,0.189,0,0,,0.189
Colombia,COL,1976,,0.202,0,0,,0.202
Colombia,COL,1977,,0.192,0,0,,0.192
Colombia,COL,1978,,0.206,0,0,,0.206
Colombia,COL,1979,,0.216,0,0,,0.216
Colombia,COL,1980,,0.227,0,0,,0.227
Colombia,COL,1981,,0.212,0,0,,0.212
Colombia,COL,1982,,0.231,0,0,,0.231
Colombia,COL,1983,,0.234,0,0,,0.234
Colombia,COL,1984,,0.255,0,0,,0.255
Colombia,COL,1985,,0.267,0,0,,0.267
Colombia,COL,1986,,0.266,0,0,,0.266
Colombia,COL,1987,,0.268,0,0,,0.268
Colombia,COL,1988,,0.274,0,0,,0.274
Colombia,COL,1989,,0.274,0,0,,0.274
Colombia,COL,1990,,0.274,0,0,,0.274
Colombia,COL,1991,,0.269,0,0,,0.269
Colombia,COL,1992,,0.34,0,0,,0.34
Colombia,COL,1993,,0.389,0,0,,0.389
Colombia,COL,1994,,0.444,0,0,,0.444
Colombia,COL,1995,,0.477,0,0,,0.477
Colombia,COL,1996,,0.496,0,0,,0.496
Colombia,COL,1997,,0.483,0,0,,0.483
Colombia,COL,1998,,0.532,0,0,,0.532
Colombia,COL,1999,,0.457,0,0,,0.457
Colombia,COL,2000,,0.496,0,0,,0.496
Colombia,COL,2001,,0.496,0,0,,0.496
Colombia,COL,2002,,0.491,0,0,,0.491
Colombia,COL,2003,,0.495,0,0,,0.495
Colombia,COL,2004,,0.467,0.05199,0,,0.51899
Colombia,COL,2005,,0.503,0.04948,0,,0.55248
Colombia,COL,2006,,0.702902537,0.062981393,0,,0.76588393
Colombia,COL,2007,,0.680580697,0.049890975,0,,0.730471672
Colombia,COL,2008,,0.669468995,0.053918167,0,,0.723387162
Colombia,COL,2009,,0.857423359,0.057707814,0,,0.915131173
Colombia,COL,2010,,1.10298341,0.03856992,0.00831125,,1.14986458
Colombia,COL,2011,,1.183534526,0.041271945,0.01075125,,1.235557721
Colombia,COL,2012,,1.215109084,0.054854711,0.014756568,,1.284720364
Colombia,COL,2013,,1.269377115,0.057624803,0.02264625,,1.349648168
Colombia,COL,2014,,1.637059829,0.070230298,0.02867,,1.735960127
Colombia,COL,2015,,1.739300583,0.068377448,0.0352275,,1.842905531
Colombia,COL,2016,,2.04349625,0.05351,0.035324014,,2.132330264
Czech Republic,CZE,1965,,0,0,0,,0
Czech Republic,CZE,1966,,0,0,0,,0
Czech Republic,CZE,1967,,0,0,0,,0
Czech Republic,CZE,1968,,0,0,0,,0
Czech Republic,CZE,1969,,0,0,0,,0
Czech Republic,CZE,1970,,0,0,0,,0
Czech Republic,CZE,1971,,0,0,0,,0
Czech Republic,CZE,1972,,0,0,0,,0
Czech Republic,CZE,1973,,0,0,0,,0
Czech Republic,CZE,1974,,0,0,0,,0
Czech Republic,CZE,1975,,0,0,0,,0
Czech Republic,CZE,1976,,0,0,0,,0
Czech Republic,CZE,1977,,0,0,0,,0
Czech Republic,CZE,1978,,0,0,0,,0
Czech Republic,CZE,1979,,0,0,0,,0
Czech Republic,CZE,1980,,0,0,0,,0
Czech Republic,CZE,1981,,0,0,0,,0
Czech Republic,CZE,1982,,0,0,0,,0
Czech Republic,CZE,1983,,0,0,0,,0
Czech Republic,CZE,1984,,0,0,0,,0
Czech Republic,CZE,1985,,0,0,0,,0
Czech Republic,CZE,1986,,0,0,0,,0
Czech Republic,CZE,1987,,0,0,0,,0
Czech Republic,CZE,1988,,0,0,0,,0
Czech Republic,CZE,1989,,0,0,0,,0
Czech Republic,CZE,1990,,0,0,0,,0
Czech Republic,CZE,1991,,0,0,0,,0
Czech Republic,CZE,1992,,0,0,0,,0
Czech Republic,CZE,1993,,0.221,0,0,,0.221
Czech Republic,CZE,1994,,0.309,0,0,,0.309
Czech Republic,CZE,1995,,0.405,0,0,,0.405
Czech Republic,CZE,1996,,0.292,0,0,,0.292
Czech Republic,CZE,1997,,0.494,0,0,,0.494
Czech Republic,CZE,1998,,0.587,0,0,,0.587
Czech Republic,CZE,1999,,0.683,0,0,,0.683
Czech Republic,CZE,2000,,0.517,0,0,,0.517
Czech Republic,CZE,2001,,0.514,0.0002,0,,0.5142
Czech Republic,CZE,2002,,0.494,0.0016,0,,0.4956
Czech Republic,CZE,2003,,0.49,0.0039,0,,0.4939
Czech Republic,CZE,2004,,0.580831,0.0099,0.0001,,0.590831
Czech Republic,CZE,2005,,0.648312,0.02128,6.80E-05,,0.66966
Czech Republic,CZE,2006,,0.912375,0.049375,0.00017,,0.96192
Czech Republic,CZE,2007,,1.187319,0.125098,0.001754,,1.314171
Czech Republic,CZE,2008,,1.456526,0.244661,0.012937,,1.714124
Czech Republic,CZE,2009,,1.86202,0.288067,0.088807,,2.238894
Czech Republic,CZE,2010,,2.146246,0.335493,0.615702,,3.097441
Czech Republic,CZE,2011,,2.705329,0.3968,2.118,,5.220129
Czech Republic,CZE,2012,,3.361419,0.4173,2.1731,,5.951819
Czech Republic,CZE,2013,,3.995469,0.4783,2.0702,,6.543969
Czech Republic,CZE,2014,,4.661073,0.4765,2.1229,,7.260473
Czech Republic,CZE,2015,,4.791685,0.5726,2.2638,,7.628085
Czech Republic,CZE,2016,,4.754142,0.4969,2.1282,,7.379242
Denmark,DNK,1965,,0,0,0,,0
Denmark,DNK,1966,,0,0,0,,0
Denmark,DNK,1967,,0,0,0,,0
Denmark,DNK,1968,,0,0,0,,0
Denmark,DNK,1969,,0,0,0,,0
Denmark,DNK,1970,,0,0,0,,0
Denmark,DNK,1971,,0,0,0,,0
Denmark,DNK,1972,,0,0,0,,0
Denmark,DNK,1973,,0,0,0,,0
Denmark,DNK,1974,,0,0,0,,0
Denmark,DNK,1975,,0,0,0,,0
Denmark,DNK,1976,,0,0,0,,0
Denmark,DNK,1977,,0,0,0,,0
Denmark,DNK,1978,,0,0.003,0,,0.003
Denmark,DNK,1979,,0,0.006,0,,0.006
Denmark,DNK,1980,,0,0.0105,0,,0.0105
Denmark,DNK,1981,,0,0.0105,0,,0.0105
Denmark,DNK,1982,,0,0.0185,0,,0.0185
Denmark,DNK,1983,,0.033,0.0271,0,,0.0601
Denmark,DNK,1984,,0.033,0.0332,0,,0.0662
Denmark,DNK,1985,,0.036,0.0514,0,,0.0874
Denmark,DNK,1986,,0.051,0.1256,0,,0.1766
Denmark,DNK,1987,,0.061,0.1738,0,,0.2348
Denmark,DNK,1988,,0.08,0.2917,0,,0.3717
Denmark,DNK,1989,,0.126,0.4284,0,,0.5544
Denmark,DNK,1990,,0.21,0.6103,0,,0.8203
Denmark,DNK,1991,,0.355,0.7401,0,,1.0951
Denmark,DNK,1992,,0.521,0.9154,0,,1.4364
Denmark,DNK,1993,,0.728,1.0342,0,,1.7622
Denmark,DNK,1994,,0.573399709,1.137,0,,1.710399709
Denmark,DNK,1995,,0.646840455,1.1773,0,,1.824140455
Denmark,DNK,1996,,0.83218319,1.2269,0.000161111,,2.059244301
Denmark,DNK,1997,,0.975667404,1.9342,0.000319444,,2.910186849
Denmark,DNK,1998,,1.078156976,2.8199,0.0004,,3.898456976
Denmark,DNK,1999,,1.318908975,3.029,0.000880556,,4.34878953
Denmark,DNK,2000,,1.29960556,4.2412,0.0012,,5.54200556
Denmark,DNK,2001,,1.511559209,4.306019444,0.0012,,5.818778654
Denmark,DNK,2002,,1.879121531,4.876938889,0.001280556,,6.757340975
Denmark,DNK,2003,,2.493351539,5.560783333,0.001519444,,8.055654317
Denmark,DNK,2004,,2.910754742,6.583111111,0.001838889,,9.495704742
Denmark,DNK,2005,,3.174249465,6.613588305,0.002161111,,9.789998881
Denmark,DNK,2006,,3.069949343,6.107957453,0.002213889,,9.180120684
Denmark,DNK,2007,,3.105063804,7.1712,0.002494444,,10.27875825
Denmark,DNK,2008,,3.140571269,6.9278,0.002622222,,10.07099349
Denmark,DNK,2009,,3.320257592,6.7205,0.00375,,10.04450759
Denmark,DNK,2010,,4.593930556,7.809422076,0.006161111,,12.40951374
Denmark,DNK,2011,,4.375025,9.77418431,0.015130556,,14.16433987
Denmark,DNK,2012,,4.446005556,10.26992792,0.103861,,14.81979448
Denmark,DNK,2013,,4.329986111,11.12327363,0.517541201,,15.97080095
Denmark,DNK,2014,,4.301,13.07850357,0.595518,,17.97502157
Denmark,DNK,2015,,4.207,14.13309167,0.604262,,18.94435367
Denmark,DNK,2016,,4.394329749,12.78173123,0.74378,,17.91984098
Ecuador,ECU,1965,,0,0,0,,0
Ecuador,ECU,1966,,0,0,0,,0
Ecuador,ECU,1967,,0,0,0,,0
Ecuador,ECU,1968,,0,0,0,,0
Ecuador,ECU,1969,,0,0,0,,0
Ecuador,ECU,1970,,0,0,0,,0
Ecuador,ECU,1971,,0,0,0,,0
Ecuador,ECU,1972,,0,0,0,,0
Ecuador,ECU,1973,,0,0,0,,0
Ecuador,ECU,1974,,0,0,0,,0
Ecuador,ECU,1975,,0,0,0,,0
Ecuador,ECU,1976,,0,0,0,,0
Ecuador,ECU,1977,,0,0,0,,0
Ecuador,ECU,1978,,0,0,0,,0
Ecuador,ECU,1979,,0,0,0,,0
Ecuador,ECU,1980,,0,0,0,,0
Ecuador,ECU,1981,,0,0,0,,0
Ecuador,ECU,1982,,0,0,0,,0
Ecuador,ECU,1983,,0,0,0,,0
Ecuador,ECU,1984,,0,0,0,,0
Ecuador,ECU,1985,,0,0,0,,0
Ecuador,ECU,1986,,0,0,0,,0
Ecuador,ECU,1987,,0,0,0,,0
Ecuador,ECU,1988,,0,0,0,,0
Ecuador,ECU,1989,,0,0,0,,0
Ecuador,ECU,1990,,0,0,0,,0
Ecuador,ECU,1991,,0,0,0,,0
Ecuador,ECU,1992,,0,0,0,,0
Ecuador,ECU,1993,,0,0,0,,0
Ecuador,ECU,1994,,0,0,0,,0
Ecuador,ECU,1995,,0,0,0,,0
Ecuador,ECU,1996,,0,0,0,,0
Ecuador,ECU,1997,,0,0,0,,0
Ecuador,ECU,1998,,0,0,0,,0
Ecuador,ECU,1999,,0,0,0,,0
Ecuador,ECU,2000,,0,0,0,,0
Ecuador,ECU,2001,,0,0,0,,0
Ecuador,ECU,2002,,0,0,0,,0
Ecuador,ECU,2003,,0,0,0,,0
Ecuador,ECU,2004,,0.00324057,0,0,,0.00324057
Ecuador,ECU,2005,,0.102856283,0,1.24E-05,,0.102868673
Ecuador,ECU,2006,,0.145555729,0,1.49E-05,,0.145570604
Ecuador,ECU,2007,,0.218752751,0.000962135,1.82E-05,,0.219733048
Ecuador,ECU,2008,,0.208324462,0.002682461,2.67E-05,,0.21103361
Ecuador,ECU,2009,,0.216519797,0.003204417,7.88E-06,,0.219732092
Ecuador,ECU,2010,,0.235561875,0.00343485,0,,0.238996725
Ecuador,ECU,2011,,0.27820037,0.00334467,5.81E-05,,0.28160316
Ecuador,ECU,2012,,0.296353242,0.002398368,0.00032566,,0.29907727
Ecuador,ECU,2013,,0.29578793,0.056702975,0.003663607,,0.356154511
Ecuador,ECU,2014,,0.399471183,0.079742467,0.016482696,,0.495696345
Ecuador,ECU,2015,,0.407751048,0.098806317,0.036057927,,0.542615292
Ecuador,ECU,2016,,0.489796491,0.08395875,0.038754818,,0.612510059
Egypt,EGY,1965,,0,0,0,,0
Egypt,EGY,1966,,0,0,0,,0
Egypt,EGY,1967,,0,0,0,,0
Egypt,EGY,1968,,0,0,0,,0
Egypt,EGY,1969,,0,0,0,,0
Egypt,EGY,1970,,0,0,0,,0
Egypt,EGY,1971,,0,0,0,,0
Egypt,EGY,1972,,0,0,0,,0
Egypt,EGY,1973,,0,0,0,,0
Egypt,EGY,1974,,0,0,0,,0
Egypt,EGY,1975,,0,0,0,,0
Egypt,EGY,1976,,0,0,0,,0
Egypt,EGY,1977,,0,0,0,,0
Egypt,EGY,1978,,0,0,0,,0
Egypt,EGY,1979,,0,0,0,,0
Egypt,EGY,1980,,0,0,0,,0
Egypt,EGY,1981,,0,0,0,,0
Egypt,EGY,1982,,0,0,0,,0
Egypt,EGY,1983,,0,0,0,,0
Egypt,EGY,1984,,0,0,0,,0
Egypt,EGY,1985,,0,0,0,,0
Egypt,EGY,1986,,0,0,0,,0
Egypt,EGY,1987,,0,0,0,,0
Egypt,EGY,1988,,0,0,0,,0
Egypt,EGY,1989,,0,0,0,,0
Egypt,EGY,1990,,0,0,0,,0
Egypt,EGY,1991,,0,0,0,,0
Egypt,EGY,1992,,0,0,0,,0
Egypt,EGY,1993,,0,0,0,,0
Egypt,EGY,1994,,0,0,0,,0
Egypt,EGY,1995,,0,0,0,,0
Egypt,EGY,1996,,0,0,0,,0
Egypt,EGY,1997,,0,0,0,,0
Egypt,EGY,1998,,0,0,0,,0
Egypt,EGY,1999,,0,0.024,0,,0.024
Egypt,EGY,2000,,0,0.137,0,,0.137
Egypt,EGY,2001,,0,0.221,0,,0.221
Egypt,EGY,2002,,0,0.204,0,,0.204
Egypt,EGY,2003,,0,0.368,0,,0.368
Egypt,EGY,2004,,0,0.523,0,,0.523
Egypt,EGY,2005,,0,0.552,0,,0.552
Egypt,EGY,2006,,0,0.616,0,,0.616
Egypt,EGY,2007,,0,0.831,0,,0.831
Egypt,EGY,2008,,0,0.913,0.001754795,,0.914754795
Egypt,EGY,2009,,0,1.133,0.00175,,1.13475
Egypt,EGY,2010,,0,1.498,0.014,,1.512
Egypt,EGY,2011,,0,1.524,0.02625,,1.55025
Egypt,EGY,2012,,0,1.26,0.026321918,,1.286321918
Egypt,EGY,2013,,0,1.287,0.02625,,1.31325
Egypt,EGY,2014,,0,1.315,0.02625,,1.34125
Egypt,EGY,2015,,0,1.882,0.035,,1.917
Egypt,EGY,2016,,0,2.547846575,0.056153425,,2.604
Finland,FIN,1965,,0,0,0,,0
Finland,FIN,1966,,0,0,0,,0
Finland,FIN,1967,,0,0,0,,0
Finland,FIN,1968,,0,0,0,,0
Finland,FIN,1969,,0,0,0,,0
Finland,FIN,1970,,0,0,0,,0
Finland,FIN,1971,,0,0,0,,0
Finland,FIN,1972,,0,0,0,,0
Finland,FIN,1973,,0,0,0,,0
Finland,FIN,1974,,0,0,0,,0
Finland,FIN,1975,,0,0,0,,0
Finland,FIN,1976,,0,0,0,,0
Finland,FIN,1977,,0,0,0,,0
Finland,FIN,1978,,0,0,0,,0
Finland,FIN,1979,,0,0,0,,0
Finland,FIN,1980,,0,0,0,,0
Finland,FIN,1981,,0,0,0,,0
Finland,FIN,1982,,0,0,0,,0
Finland,FIN,1983,,0,0,0,,0
Finland,FIN,1984,,0,0,0,,0
Finland,FIN,1985,,0,0,0,,0
Finland,FIN,1986,,0,0,0,,0
Finland,FIN,1987,,0,0,0,,0
Finland,FIN,1988,,0,0,0,,0
Finland,FIN,1989,,0,0,0,,0
Finland,FIN,1990,,4.684210526,0,0,,4.684210526
Finland,FIN,1991,,4.824736842,0,0.001,,4.825736842
Finland,FIN,1992,,4.749789474,0.002,0.001,,4.752789474
Finland,FIN,1993,,5.742842105,0.004,0.001,,5.747842105
Finland,FIN,1994,,6.23,0.007,0.001,,6.238
Finland,FIN,1995,,6.370526316,0.011,0.001,,6.382526316
Finland,FIN,1996,,6.662821053,0.011,0.001,,6.674821053
Finland,FIN,1997,,7.703652632,0.017,0.001,,7.721652632
Finland,FIN,1998,,8.497157895,0.023,0.001,,8.521157895
Finland,FIN,1999,,8.959957895,0.049,0.001,,9.009957895
Finland,FIN,2000,,8.589473684,0.077,0.002,,8.668473684
Finland,FIN,2001,,8.212631579,0.07,0.002,,8.284631579
Finland,FIN,2002,,8.932631579,0.063,0.002,,8.997631579
Finland,FIN,2003,,9.292631579,0.092,0.002,,9.386631579
Finland,FIN,2004,,10.37052632,0.12,0.002,,10.49252632
Finland,FIN,2005,,9.478947368,0.168,0.003,,9.649947368
Finland,FIN,2006,,10.75789474,0.153,0.003,,10.91389474
Finland,FIN,2007,,9.928421053,0.188,0.004,,10.12042105
Finland,FIN,2008,,10.37789474,0.261,0.004,,10.64289474
Finland,FIN,2009,,8.709473684,0.277,0.004,,8.990473684
Finland,FIN,2010,,10.94631579,0.294,0.005,,11.24531579
Finland,FIN,2011,,11.14526316,0.481,0.005,,11.63126316
Finland,FIN,2012,,11.10105263,0.494,0.005013699,,11.60006633
Finland,FIN,2013,,11.93368421,0.774,0.006,,12.71368421
Finland,FIN,2014,,11.70736842,1.107,0.008,,12.82236842
Finland,FIN,2015,,11.31789474,2.327,0.01,,13.65489474
Finland,FIN,2016,,11.79454787,3.068,0.013461538,,14.87600941
France,FRA,1965,,0,0,0,,0
France,FRA,1966,,0.39,0,0,,0.39
France,FRA,1967,,0.605,0,0,,0.605
France,FRA,1968,,0.926,0,0,,0.926
France,FRA,1969,,1.067,0,0,,1.067
France,FRA,1970,,1.3702458,0,0,,1.3702458
France,FRA,1971,,1.3918224,0,0,,1.3918224
France,FRA,1972,,1.5151953,0,0,,1.5151953
France,FRA,1973,,1.5500864,0,0,,1.5500864
France,FRA,1974,,1.5770592,0,0,,1.5770592
France,FRA,1975,,1.4158849,0,0,,1.4158849
France,FRA,1976,,1.3329,0,0,,1.3329
France,FRA,1977,,1.3745814,0,0,,1.3745814
France,FRA,1978,,1.4183881,0,0,,1.4183881
France,FRA,1979,,1.4840102,0,0,,1.4840102
France,FRA,1980,,1.4710235,0,0,,1.4710235
France,FRA,1981,,1.4921525,0,0,,1.4921525
France,FRA,1982,,1.52734,0,0,,1.52734
France,FRA,1983,,1.5587,0,0,,1.5587
France,FRA,1984,,1.6223,0,0,,1.6223
France,FRA,1985,,1.65215,0,0,,1.65215
France,FRA,1986,,1.6628,0,0,,1.6628
France,FRA,1987,,1.7506,0,0,,1.7506
France,FRA,1988,,1.77325,0,0,,1.77325
France,FRA,1989,,1.84145,0,0,,1.84145
France,FRA,1990,,1.913,0.000271526,0,,1.913271526
France,FRA,1991,,2.102,0.000489604,0,,2.102489604
France,FRA,1992,,2.134,0.000489604,0.001488,,2.135977604
France,FRA,1993,,1.974,0.00240218,0.001683,,1.97808518
France,FRA,1994,,2.157,0.004704,0.0018785,,2.1635825
France,FRA,1995,,2.329,0.0047142,0.00204,,2.3357542
France,FRA,1996,,2.423,0.0074302,0.0026503,,2.4330805
France,FRA,1997,,2.675,0.0111284,0.0034068,,2.6895352
France,FRA,1998,,2.653,0.0194972,0.0040885,,2.6765857
France,FRA,1999,,2.853,0.03694443,0.0045475,,2.89449193
France,FRA,2000,,2.986,0.07736,0.00522325,,3.06858325
France,FRA,2001,,3.334,0.1311,0.0061605,,3.4712605
France,FRA,2002,,3.537,0.2691,0.00710345,,3.81320345
France,FRA,2003,,3.717,0.3912,0.0077673,,4.1159673
France,FRA,2004,,3.782,0.596,0.008447984,,4.386447984
France,FRA,2005,,3.872,0.96377,0.01050076,,4.84627076
France,FRA,2006,,3.841,2.18888,0.01190605,,6.04178605
France,FRA,2007,,4.216,4.14,0.017206,,8.373206
France,FRA,2008,,4.436,5.71,0.041492,,10.187492
France,FRA,2009,,4.578,7.855,0.162,,12.595
France,FRA,2010,,4.917,9.726,0.547,,15.19
France,FRA,2011,,5.478,12.075,2.068,,19.621
France,FRA,2012,,5.391,14.931,4.07,,24.392
France,FRA,2013,,5.188,15.941,4.66,,25.789
France,FRA,2014,,5.815,17.085402,5.941976,,28.842378
France,FRA,2015,,6.409,21.112,7.433,,34.954
France,FRA,2016,,7.060762712,20.7,8.3,,36.06076271
Germany,DEU,1965,,0,0,0,,0
Germany,DEU,1966,,0,0,0,,0
Germany,DEU,1967,,0,0,0,,0
Germany,DEU,1968,,0,0,0,,0
Germany,DEU,1969,,0,0,0,,0
Germany,DEU,1970,,0.920020161,0,0,,0.920020161
Germany,DEU,1971,,1.001028226,0,0,,1.001028226
Germany,DEU,1972,,1.01874874,0,0,,1.01874874
Germany,DEU,1973,,1.053104839,0,0,,1.053104839
Germany,DEU,1974,,1.07625,0,0,,1.07625
Germany,DEU,1975,,1.124710181,0,0,,1.124710181
Germany,DEU,1976,,1.277685232,0,0,,1.277685232
Germany,DEU,1977,,1.246583921,0,0,,1.246583921
Germany,DEU,1978,,1.317465978,0,0,,1.317465978
Germany,DEU,1979,,1.443317792,0,0,,1.443317792
