YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,4,AS,303,N797AS,SFO,SEA,1010,1010.0,0.0,16.0,1026.0,122,119.0,98.0,679,1204.0,5.0,1212,1209.0,-3.0,0,0,,,,,,
2015,1,1,4,AS,380,N760AS,PDX,SFO,1010,1005.0,-5.0,16.0,1021.0,120,108.0,83.0,550,1144.0,9.0,1210,1153.0,-17.0,0,0,,,,,,
2015,1,1,4,AS,648,N613AS,SEA,TUS,1010,1011.0,1.0,19.0,1030.0,174,172.0,150.0,1216,1400.0,3.0,1404,1403.0,-1.0,0,0,,,,,,
2015,1,1,4,AS,752,N609AS,SEA,MCI,1010,1038.0,28.0,24.0,1102.0,203,207.0,179.0,1489,1601.0,4.0,1533,1605.0,32.0,0,0,,4.0,0.0,28.0,0.0,0.0
2015,1,1,4,AS,805,N588AS,SMF,OGG,1010,957.0,-13.0,13.0,1010.0,340,341.0,325.0,2404,1335.0,3.0,1350,1338.0,-12.0,0,0,,,,,,
2015,1,1,4,AS,760,N546AS,SAN,MCO,1015,1009.0,-6.0,12.0,1021.0,274,280.0,247.0,2149,1728.0,21.0,1749,1749.0,0.0,0,0,,,,,,
2015,1,1,4,AS,857,N537AS,SAN,LIH,1015,1020.0,5.0,19.0,1039.0,382,384.0,359.0,2676,1438.0,6.0,1437,1444.0,7.0,0,0,,,,,,
2015,1,1,4,AS,85,N764AS,SEA,ANC,1020,1020.0,0.0,19.0,1039.0,223,220.0,198.0,1448,1257.0,3.0,1303,1300.0,-3.0,0,0,,,,,,
2015,1,1,4,AS,346,N551AS,SEA,OAK,1020,1016.0,-4.0,19.0,1035.0,116,119.0,96.0,671,1211.0,4.0,1216,1215.0,-1.0,0,0,,,,,,
2015,1,1,4,AS,843,N585AS,SEA,KOA,1020,1020.0,0.0,33.0,1053.0,380,389.0,352.0,2688,1445.0,4.0,1440,1449.0,9.0,0,0,,,,,,
2015,1,1,4,AS,36,N469AS,SEA,MSP,1025,1019.0,-6.0,10.0,1029.0,194,182.0,168.0,1399,1517.0,4.0,1539,1521.0,-18.0,0,0,,,,,,
2015,1,1,4,AS,62,N792AS,JNU,SIT,1025,1014.0,-11.0,25.0,1039.0,48,59.0,26.0,95,1105.0,8.0,1113,1113.0,0.0,0,0,,,,,,
2015,1,1,4,AS,537,N457AS,ONT,SEA,1025,1017.0,-8.0,9.0,1026.0,158,146.0,133.0,956,1239.0,4.0,1303,1243.0,-20.0,0,0,,,,,,
2015,1,1,4,AS,688,N626AS,PDX,ORD,1025,1018.0,-7.0,13.0,1031.0,240,231.0,204.0,1739,1555.0,14.0,1625,1609.0,-16.0,0,0,,,,,,
2015,1,1,4,AS,475,N548AS,LAX,SEA,1030,1023.0,-7.0,14.0,1037.0,164,153.0,133.0,954,1250.0,6.0,1314,1256.0,-18.0,0,0,,,,,,
2015,1,1,4,AS,656,N320AS,SEA,PHX,1030,1023.0,-7.0,14.0,1037.0,165,162.0,144.0,1107,1401.0,4.0,1415,1405.0,-10.0,0,0,,,,,,
2015,1,1,4,AS,730,N423AS,SEA,IAH,1030,1029.0,-1.0,13.0,1042.0,252,268.0,239.0,1874,1641.0,16.0,1642,1657.0,15.0,0,0,,15.0,0.0,0.0,0.0,0.0
2015,1,1,4,AS,80,N431AS,ANC,SEA,1035,1027.0,-8.0,21.0,1048.0,207,206.0,180.0,1448,1448.0,5.0,1502,1453.0,-9.0,0,0,,,,,,
2015,1,1,4,AS,627,N525AS,LAS,PDX,1040,1039.0,-1.0,16.0,1055.0,133,138.0,115.0,763,1250.0,7.0,1253,1257.0,4.0,0,0,,,,,,
2015,1,1,4,AS,725,N612AS,SLC,SEA,1040,1041.0,1.0,10.0,1051.0,127,111.0,97.0,689,1128.0,4.0,1147,1132.0,-15.0,0,0,,,,,,
2015,1,1,4,AS,788,N579AS,SEA,MSY,1040,1032.0,-8.0,25.0,1057.0,290,281.0,252.0,2086,1709.0,4.0,1730,1713.0,-17.0,0,0,,,,,,
2015,1,1,4,AS,794,N614AS,SEA,ABQ,1040,1032.0,-8.0,16.0,1048.0,180,175.0,154.0,1180,1422.0,5.0,1440,1427.0,-13.0,0,0,,,,,,
2015,1,1,4,AS,619,N619AS,LAS,SEA,1050,1040.0,-10.0,16.0,1056.0,160,149.0,128.0,867,1304.0,5.0,1330,1309.0,-21.0,0,0,,,,,,
2015,1,1,4,AS,490,N756AS,SEA,SAN,1055,1050.0,-5.0,13.0,1103.0,155,151.0,135.0,1050,1318.0,3.0,1330,1321.0,-9.0,0,0,,,,,,
2015,1,1,4,AS,65,N713AS,WRG,PSG,1100,1048.0,-12.0,5.0,1053.0,26,24.0,14.0,31,1107.0,5.0,1126,1112.0,-14.0,0,0,,,,,,
2015,1,1,4,AS,358,N520AS,SEA,SMF,1100,1100.0,0.0,12.0,1112.0,103,97.0,79.0,605,1231.0,6.0,1243,1237.0,-6.0,0,0,,,,,,
2015,1,1,4,AS,523,N552AS,BUR,SEA,1100,1049.0,-11.0,13.0,1102.0,155,155.0,138.0,937,1320.0,4.0,1335,1324.0,-11.0,0,0,,,,,,
2015,1,1,4,AS,895,N596AS,SAN,HNL,1105,1112.0,7.0,30.0,1142.0,374,390.0,348.0,2614,1530.0,12.0,1519,1542.0,23.0,0,0,,16.0,0.0,7.0,0.0,0.0
2015,1,1,4,AS,43,N762AS,ANC,BET,1110,1114.0,4.0,9.0,1123.0,83,74.0,61.0,399,1224.0,4.0,1233,1228.0,-5.0,0,0,,,,,,
2015,1,1,4,AS,75,N708AS,SEA,JNU,1110,1139.0,29.0,12.0,1151.0,162,156.0,141.0,909,1312.0,3.0,1252,1315.0,23.0,0,0,,0.0,0.0,23.0,0.0,0.0
2015,1,1,4,AS,452,N435AS,SEA,LAX,1110,1313.0,123.0,8.0,1321.0,151,141.0,126.0,954,1527.0,7.0,1341,1534.0,113.0,0,0,,0.0,0.0,113.0,0.0,0.0
2015,1,1,4,AS,509,N644AS,SNA,SEA,1110,1056.0,-14.0,7.0,1103.0,159,155.0,144.0,978,1327.0,4.0,1349,1331.0,-18.0,0,0,,,,,,
2015,1,1,4,AS,55,N508AS,BRW,FAI,1118,1113.0,-5.0,6.0,1119.0,78,81.0,72.0,503,1231.0,3.0,1236,1234.0,-2.0,0,0,,,,,,
2015,1,1,4,AS,809,N587AS,PDX,OGG,1120,1111.0,-9.0,11.0,1122.0,372,351.0,337.0,2562,1459.0,3.0,1532,1502.0,-30.0,0,0,,,,,,
2015,1,1,4,AS,64,N799AS,ANC,JNU,1130,1126.0,-4.0,17.0,1143.0,100,106.0,83.0,571,1306.0,6.0,1310,1312.0,2.0,0,0,,,,,,
2015,1,1,4,AS,373,N618AS,SMF,SEA,1130,1124.0,-6.0,14.0,1138.0,110,109.0,88.0,605,1306.0,7.0,1320,1313.0,-7.0,0,0,,,,,,
2015,1,1,4,AS,408,N622AS,PDX,SJC,1130,1123.0,-7.0,16.0,1139.0,102,107.0,87.0,569,1306.0,4.0,1312,1310.0,-2.0,0,0,,,,,,
2015,1,1,4,AS,591,N306AS,PSP,PDX,1135,1133.0,-2.0,10.0,1143.0,145,138.0,124.0,873,1347.0,4.0,1400,1351.0,-9.0,0,0,,,,,,
2015,1,1,4,AS,692,N593AS,SEA,SAT,1135,1146.0,11.0,18.0,1204.0,240,241.0,219.0,1774,1743.0,4.0,1735,1747.0,12.0,0,0,,,,,,
2015,1,1,4,AS,748,N303AS,SEA,STL,1140,1242.0,62.0,11.0,1253.0,227,217.0,199.0,1709,1812.0,7.0,1727,1819.0,52.0,0,0,,0.0,0.0,52.0,0.0,0.0
2015,1,1,4,AS,140,N532AS,ANC,PDX,1145,1140.0,-5.0,17.0,1157.0,210,204.0,183.0,1542,1600.0,4.0,1615,1604.0,-11.0,0,0,,,,,,
2015,1,1,4,AS,670,N461AS,SEA,AUS,1145,1146.0,1.0,14.0,1200.0,235,243.0,226.0,1770,1746.0,3.0,1740,1749.0,9.0,0,0,,,,,,
2015,1,1,4,AS,836,N531AS,LIH,PDX,1150,1224.0,34.0,7.0,1231.0,334,303.0,293.0,2631,1924.0,3.0,1924,1927.0,3.0,0,0,,,,,,
2015,1,1,4,AS,306,N795AS,SEA,SFO,1155,1343.0,108.0,12.0,1355.0,124,112.0,93.0,679,1528.0,7.0,1359,1535.0,96.0,0,0,,0.0,0.0,96.0,0.0,0.0
2015,1,1,4,AS,638,N523AS,SEA,LAS,1155,1150.0,-5.0,8.0,1158.0,143,136.0,118.0,867,1356.0,10.0,1418,1406.0,-12.0,0,0,,,,,,
2015,1,1,4,AS,62,N792AS,SIT,KTN,1158,1155.0,-3.0,10.0,1205.0,52,49.0,35.0,183,1240.0,4.0,1250,1244.0,-6.0,0,0,,,,,,
2015,1,1,4,AS,325,N584AS,SJC,SEA,1200,1152.0,-8.0,12.0,1204.0,119,118.0,101.0,697,1345.0,5.0,1359,1350.0,-9.0,0,0,,,,,,
2015,1,1,4,AS,460,N556AS,SEA,LAX,1200,1157.0,-3.0,15.0,1212.0,149,149.0,126.0,954,1418.0,8.0,1429,1426.0,-3.0,0,0,,,,,,
2015,1,1,4,AS,643,N409AS,PHX,SEA,1200,1203.0,3.0,38.0,1241.0,180,196.0,153.0,1107,1414.0,5.0,1400,1419.0,19.0,0,0,,19.0,0.0,0.0,0.0,0.0
2015,1,1,4,AS,677,N607AS,DEN,SEA,1200,1214.0,14.0,22.0,1236.0,174,161.0,134.0,1024,1350.0,5.0,1354,1355.0,1.0,0,0,,,,,,
2015,1,1,4,AS,818,N558AS,OGG,SMF,1200,1217.0,17.0,24.0,1241.0,307,308.0,278.0,2404,1919.0,6.0,1907,1925.0,18.0,0,0,,1.0,0.0,0.0,17.0,0.0
2015,1,1,4,AS,65,N713AS,PSG,JNU,1206,1153.0,-13.0,6.0,1159.0,38,37.0,28.0,123,1227.0,3.0,1244,1230.0,-14.0,0,0,,,,,,
2015,1,1,4,AS,105,N440AS,SEA,ANC,1210,1207.0,-3.0,11.0,1218.0,236,208.0,194.0,1448,1432.0,3.0,1506,1435.0,-31.0,0,0,,,,,,
2015,1,1,4,AS,324,N705AS,SEA,SJC,1210,1209.0,-1.0,15.0,1224.0,124,122.0,101.0,697,1405.0,6.0,1414,1411.0,-3.0,0,0,,,,,,
2015,1,1,4,AS,862,N516AS,OGG,PDX,1210,1225.0,15.0,24.0,1249.0,333,324.0,295.0,2562,1944.0,5.0,1943,1949.0,6.0,0,0,,,,,,
2015,1,1,4,AS,554,N794AS,SEA,PSP,1215,1210.0,-5.0,17.0,1227.0,153,155.0,134.0,987,1441.0,4.0,1448,1445.0,-3.0,0,0,,,,,,
2015,1,1,4,AS,572,N403AS,PDX,SAN,1215,1212.0,-3.0,8.0,1220.0,140,128.0,117.0,933,1417.0,3.0,1435,1420.0,-15.0,0,0,,,,,,
2015,1,1,4,AS,513,N615AS,SNA,SEA,1220,1210.0,-10.0,17.0,1227.0,165,169.0,145.0,978,1452.0,7.0,1505,1459.0,-6.0,0,0,,,,,,
2015,1,1,4,AS,684,N703AS,SEA,GEG,1220,1214.0,-6.0,9.0,1223.0,62,53.0,40.0,224,1303.0,4.0,1322,1307.0,-15.0,0,0,,,,,,
2015,1,1,4,AS,834,N566AS,HNL,PDX,1220,1211.0,-9.0,23.0,1234.0,339,322.0,297.0,2603,1931.0,2.0,1959,1933.0,-26.0,0,0,,,,,,
2015,1,1,4,AS,500,N625AS,SEA,SNA,1225,1222.0,-3.0,15.0,1237.0,159,154.0,133.0,978,1450.0,6.0,1504,1456.0,-8.0,0,0,,,,,,
2015,1,1,4,AS,22,N407AS,SEA,ORD,1235,1236.0,1.0,14.0,1250.0,239,228.0,201.0,1721,1811.0,13.0,1834,1824.0,-10.0,0,0,,,,,,
2015,1,1,4,AS,152,N768AS,OME,ANC,1235,1227.0,-8.0,8.0,1235.0,83,84.0,73.0,539,1348.0,3.0,1358,1351.0,-7.0,0,0,,,,,,
2015,1,1,4,AS,802,N557AS,KOA,PDX,1250,1238.0,-12.0,11.0,1249.0,345,313.0,299.0,2607,1948.0,3.0,2035,1951.0,-44.0,0,0,,,,,,
2015,1,1,4,AS,381,N760AS,SFO,PDX,1255,1251.0,-4.0,12.0,1303.0,98,96.0,81.0,550,1424.0,3.0,1433,1427.0,-6.0,0,0,,,,,,
2015,1,1,4,AS,305,N453AS,SFO,SEA,1300,1301.0,1.0,19.0,1320.0,123,118.0,94.0,679,1454.0,5.0,1503,1459.0,-4.0,0,0,,,,,,
2015,1,1,4,AS,400,N769AS,PDX,SFO,1300,1248.0,-12.0,9.0,1257.0,107,108.0,94.0,550,1431.0,5.0,1447,1436.0,-11.0,0,0,,,,,,
2015,1,1,4,AS,465,N553AS,LAX,SEA,1300,1422.0,82.0,23.0,1445.0,154,168.0,140.0,954,1705.0,5.0,1534,1710.0,96.0,0,0,,14.0,0.0,0.0,82.0,0.0
2015,1,1,4,AS,605,N513AS,LAS,SEA,1300,1300.0,0.0,14.0,1314.0,155,147.0,128.0,867,1522.0,5.0,1535,1527.0,-8.0,0,0,,,,,,
2015,1,1,4,AS,6,N565AS,LAX,DCA,1305,1255.0,-10.0,23.0,1318.0,290,286.0,259.0,2311,2037.0,4.0,2055,2041.0,-14.0,0,0,,,,,,
2015,1,1,4,AS,343,N551AS,OAK,SEA,1305,1256.0,-9.0,12.0,1308.0,113,111.0,93.0,671,1441.0,6.0,1458,1447.0,-11.0,0,0,,,,,,
2015,1,1,4,AS,726,N797AS,SEA,SLC,1310,1307.0,-3.0,10.0,1317.0,118,112.0,97.0,689,1554.0,5.0,1608,1559.0,-9.0,0,0,,,,,,
2015,1,1,4,AS,649,N519AS,LAS,BLI,1315,1305.0,-10.0,17.0,1322.0,165,154.0,133.0,954,1535.0,4.0,1600,1539.0,-21.0,0,0,,,,,,
2015,1,1,4,AS,664,N457AS,SEA,DFW,1315,1345.0,30.0,22.0,1407.0,220,247.0,211.0,1660,1938.0,14.0,1855,1952.0,57.0,0,0,,27.0,0.0,30.0,0.0,0.0
2015,1,1,4,AS,557,N517AS,LAX,PDX,1320,1318.0,-2.0,21.0,1339.0,138,144.0,120.0,834,1539.0,3.0,1538,1542.0,4.0,0,0,,,,,,
2015,1,1,4,AS,661,N302AS,DFW,SEA,1320,1315.0,-5.0,14.0,1329.0,260,228.0,211.0,1660,1500.0,3.0,1540,1503.0,-37.0,0,0,,,,,,
2015,1,1,4,AS,55,N508AS,FAI,ANC,1325,1320.0,-5.0,10.0,1330.0,59,58.0,44.0,261,1414.0,4.0,1424,1418.0,-6.0,0,0,,,,,,
2015,1,1,4,AS,682,N618AS,SEA,DEN,1325,1405.0,40.0,8.0,1413.0,152,171.0,147.0,1024,1740.0,16.0,1657,1756.0,59.0,0,0,,19.0,0.0,40.0,0.0,0.0
2015,1,1,4,AS,870,N570AS,ANC,HNL,1325,1316.0,-9.0,10.0,1326.0,380,375.0,355.0,2777,1821.0,10.0,1845,1831.0,-14.0,0,0,,,,,,
2015,1,1,4,AS,874,N533AS,OGG,SEA,1325,1326.0,1.0,13.0,1339.0,350,328.0,310.0,2640,2049.0,5.0,2115,2054.0,-21.0,0,0,,,,,,
2015,1,1,4,AS,44,N762AS,BET,ANC,1329,1316.0,-13.0,3.0,1319.0,66,61.0,54.0,399,1413.0,4.0,1435,1417.0,-18.0,0,0,,,,,,
2015,1,1,4,AS,359,N520AS,SMF,SEA,1330,1324.0,-6.0,11.0,1335.0,104,103.0,87.0,605,1502.0,5.0,1514,1507.0,-7.0,0,0,,,,,,
2015,1,1,4,AS,494,N796AS,SEA,SAN,1330,1330.0,0.0,11.0,1341.0,159,150.0,136.0,1050,1557.0,3.0,1609,1600.0,-9.0,0,0,,,,,,
2015,1,1,4,AS,610,N323AS,SEA,LAS,1330,1331.0,1.0,12.0,1343.0,141,138.0,117.0,867,1540.0,9.0,1551,1549.0,-2.0,0,0,,,,,,
2015,1,1,4,AS,65,N713AS,JNU,ANC,1332,1334.0,2.0,10.0,1344.0,107,101.0,87.0,571,1511.0,4.0,1519,1515.0,-4.0,0,0,,,,,,
2015,1,1,4,AS,62,N792AS,KTN,SEA,1335,1319.0,-16.0,8.0,1327.0,102,106.0,91.0,680,1558.0,7.0,1617,1605.0,-12.0,0,0,,,,,,
2015,1,1,4,AS,123,N568AS,SEA,FAI,1335,1335.0,0.0,13.0,1348.0,240,219.0,202.0,1533,1610.0,4.0,1635,1614.0,-21.0,0,0,,,,,,
2015,1,1,4,AS,120,N528AS,ANC,SEA,1340,1330.0,-10.0,18.0,1348.0,195,195.0,171.0,1448,1739.0,6.0,1755,1745.0,-10.0,0,0,,,,,,
2015,1,1,4,AS,570,N525AS,PDX,LAX,1345,1349.0,4.0,9.0,1358.0,131,128.0,110.0,834,1548.0,9.0,1556,1557.0,1.0,0,0,,,,,,
2015,1,1,4,AS,659,N706AS,PHX,PDX,1345,1342.0,-3.0,17.0,1359.0,170,171.0,151.0,1009,1530.0,3.0,1535,1533.0,-2.0,0,0,,,,,,
2015,1,1,4,AS,512,N611AS,SEA,SNA,1350,1350.0,0.0,13.0,1403.0,148,144.0,127.0,978,1610.0,4.0,1618,1614.0,-4.0,0,0,,,,,,
2015,1,1,4,AS,880,N594AS,HNL,SEA,1350,1339.0,-11.0,37.0,1416.0,352,356.0,311.0,2677,2127.0,8.0,2142,2135.0,-7.0,0,0,,,,,,
2015,1,1,4,AS,64,N799AS,JNU,PSG,1355,1352.0,-3.0,14.0,1406.0,47,47.0,28.0,123,1434.0,5.0,1442,1439.0,-3.0,0,0,,,,,,
2015,1,1,4,AS,409,N622AS,SJC,PDX,1355,1348.0,-7.0,10.0,1358.0,105,100.0,86.0,569,1524.0,4.0,1540,1528.0,-12.0,0,0,,,,,,
2015,1,1,4,AS,164,N764AS,ANC,ADK,1400,1348.0,-12.0,9.0,1357.0,196,181.0,169.0,1192,1546.0,3.0,1616,1549.0,-27.0,0,0,,,,,,
2015,1,1,4,AS,316,N548AS,SEA,SFO,1405,1403.0,-2.0,13.0,1416.0,125,121.0,102.0,679,1558.0,6.0,1610,1604.0,-6.0,0,0,,,,,,
2015,1,1,4,AS,693,N703AS,GEG,SEA,1405,1403.0,-2.0,23.0,1426.0,58,73.0,45.0,224,1511.0,5.0,1503,1516.0,13.0,0,0,,,,,,
2015,1,1,4,AS,2,N527AS,SEA,DCA,1410,1407.0,-3.0,11.0,1418.0,285,268.0,253.0,2329,2131.0,4.0,2155,2135.0,-20.0,0,0,,,,,,
2015,1,1,4,AS,76,N708AS,JNU,SEA,1410,1402.0,-8.0,11.0,1413.0,150,132.0,116.0,909,1709.0,5.0,1740,1714.0,-26.0,0,0,,,,,,
2015,1,1,4,AS,487,N756AS,SAN,SEA,1415,1413.0,-2.0,16.0,1429.0,175,174.0,154.0,1050,1703.0,4.0,1710,1707.0,-3.0,0,0,,,,,,
2015,1,1,4,AS,854,N518AS,LIH,SEA,1415,1413.0,-2.0,7.0,1420.0,350,318.0,305.0,2701,2125.0,6.0,2205,2131.0,-34.0,0,0,,,,,,
2015,1,1,4,AS,97,N619AS,SEA,ANC,1420,1417.0,-3.0,12.0,1429.0,220,222.0,207.0,1448,1656.0,3.0,1700,1659.0,-1.0,0,0,,,,,,
2015,1,1,4,AS,472,N462AS,SEA,LAX,1420,1422.0,2.0,11.0,1433.0,147,151.0,130.0,954,1643.0,10.0,1647,1653.0,6.0,0,0,,,,,,
2015,1,1,4,AS,362,N552AS,SEA,SMF,1425,1418.0,-7.0,13.0,1431.0,105,100.0,81.0,605,1552.0,6.0,1610,1558.0,-12.0,0,0,,,,,,
2015,1,1,4,AS,808,N583AS,OGG,BLI,1425,1453.0,28.0,17.0,1510.0,353,328.0,307.0,2681,2217.0,4.0,2218,2221.0,3.0,0,0,,,,,,
2015,1,1,4,AS,864,N589AS,KOA,SEA,1425,1421.0,-4.0,13.0,1434.0,355,334.0,316.0,2688,2150.0,5.0,2220,2155.0,-25.0,0,0,,,,,,
2015,1,1,4,AS,92,N592AS,ANC,SEA,1430,1424.0,-6.0,7.0,1431.0,200,189.0,175.0,1448,1826.0,7.0,1850,1833.0,-17.0,0,0,,,,,,
2015,1,1,4,AS,50,N768AS,ANC,SCC,1450,1444.0,-6.0,6.0,1450.0,106,94.0,85.0,627,1615.0,3.0,1636,1618.0,-18.0,0,0,,,,,,
2015,1,1,4,AS,306,N795AS,SFO,PSP,1450,1621.0,91.0,12.0,1633.0,84,86.0,70.0,421,1743.0,4.0,1614,1747.0,93.0,0,0,,2.0,0.0,0.0,91.0,0.0
2015,1,1,4,AS,812,N588AS,OGG,SJC,1450,1442.0,-8.0,8.0,1450.0,309,285.0,273.0,2355,2123.0,4.0,2159,2127.0,-32.0,0,0,,,,,,
2015,1,1,4,AS,67,N644AS,SEA,KTN,1455,1450.0,-5.0,21.0,1511.0,124,131.0,106.0,680,1557.0,4.0,1559,1601.0,2.0,0,0,,,,,,
2015,1,1,4,AS,528,N529AS,SEA,BUR,1455,1450.0,-5.0,13.0,1503.0,134,137.0,121.0,937,1704.0,3.0,1709,1707.0,-2.0,0,0,,,,,,
2015,1,1,4,AS,650,N409AS,SEA,PHX,1455,1517.0,22.0,10.0,1527.0,161,154.0,138.0,1107,1845.0,6.0,1836,1851.0,15.0,0,0,,0.0,0.0,1.0,14.0,0.0
2015,1,1,4,AS,714,N306AS,PDX,SLC,1455,1451.0,-4.0,9.0,1500.0,109,105.0,85.0,630,1725.0,11.0,1744,1736.0,-8.0,0,0,,,,,,
2015,1,1,4,AS,335,N705AS,SJC,SEA,1500,1454.0,-6.0,10.0,1504.0,120,121.0,105.0,697,1649.0,6.0,1700,1655.0,-5.0,0,0,,,,,,
2015,1,1,4,AS,609,N523AS,LAS,SEA,1500,1452.0,-8.0,14.0,1506.0,165,156.0,135.0,867,1721.0,7.0,1745,1728.0,-17.0,0,0,,,,,,
2015,1,1,4,AS,633,N320AS,PHX,SEA,1505,1503.0,-2.0,17.0,1520.0,177,176.0,155.0,1107,1655.0,4.0,1702,1659.0,-3.0,0,0,,,,,,
2015,1,1,4,AS,641,N613AS,TUS,SEA,1505,1446.0,-19.0,19.0,1505.0,194,188.0,163.0,1216,1648.0,6.0,1719,1654.0,-25.0,0,0,,,,,,
2015,1,1,4,AS,830,N560AS,HNL,SJC,1505,1506.0,1.0,20.0,1526.0,321,303.0,279.0,2417,2205.0,4.0,2226,2209.0,-17.0,0,0,,,,,,
2015,1,1,4,AS,29,N413AS,ORD,SEA,1520,1520.0,0.0,21.0,1541.0,285,267.0,242.0,1721,1743.0,4.0,1805,1747.0,-18.0,0,0,,,,,,
2015,1,1,4,AS,479,N556AS,LAX,SEA,1520,1518.0,-2.0,13.0,1531.0,165,160.0,142.0,954,1753.0,5.0,1805,1758.0,-7.0,0,0,,,,,,
2015,1,1,4,AS,550,N551AS,SEA,PSP,1520,1539.0,19.0,12.0,1551.0,151,142.0,127.0,987,1758.0,3.0,1751,1801.0,10.0,0,0,,,,,,
2015,1,1,4,AS,64,N799AS,PSG,WRG,1524,1512.0,-12.0,4.0,1516.0,23,23.0,14.0,31,1530.0,5.0,1547,1535.0,-12.0,0,0,,,,,,
2015,1,1,4,AS,308,N607AS,SEA,SFO,1525,1522.0,-3.0,15.0,1537.0,125,118.0,98.0,679,1715.0,5.0,1730,1720.0,-10.0,0,0,,,,,,
2015,1,1,4,AS,538,N431AS,SEA,ONT,1525,1633.0,68.0,9.0,1642.0,139,135.0,121.0,956,1843.0,5.0,1744,1848.0,64.0,0,0,,0.0,0.0,64.0,0.0,0.0
2015,1,1,4,AS,571,N403AS,SAN,PDX,1525,1521.0,-4.0,12.0,1533.0,153,150.0,134.0,933,1747.0,4.0,1758,1751.0,-7.0,0,0,,,,,,
2015,1,1,4,AS,584,N627AS,PDX,SNA,1530,1519.0,-11.0,12.0,1531.0,133,134.0,117.0,859,1728.0,5.0,1743,1733.0,-10.0,0,0,,,,,,
2015,1,1,4,AS,791,N614AS,ABQ,SEA,1535,1523.0,-12.0,12.0,1535.0,185,185.0,165.0,1180,1720.0,8.0,1740,1728.0,-12.0,0,0,,,,,,
2015,1,1,4,AS,555,N794AS,PSP,SEA,1540,1530.0,-10.0,8.0,1538.0,165,172.0,160.0,987,1818.0,4.0,1825,1822.0,-3.0,0,0,,,,,,
2015,1,1,4,AS,842,N537AS,LIH,OAK,1540,1540.0,0.0,9.0,1549.0,323,288.0,274.0,2457,2223.0,5.0,2303,2228.0,-35.0,0,0,,,,,,
2015,1,1,4,AS,856,N585AS,KOA,SJC,1540,1549.0,9.0,14.0,1603.0,319,298.0,280.0,2384,2243.0,4.0,2259,2247.0,-12.0,0,0,,,,,,
2015,1,1,4,AS,315,N769AS,SFO,SEA,1545,1542.0,-3.0,17.0,1559.0,119,124.0,104.0,679,1743.0,3.0,1744,1746.0,2.0,0,0,,,,,,
2015,1,1,4,AS,322,N791AS,SEA,SJC,1550,1544.0,-6.0,16.0,1600.0,121,121.0,101.0,697,1741.0,4.0,1751,1745.0,-6.0,0,0,,,,,,
2015,1,1,4,AS,14,N453AS,SEA,EWR,1555,1552.0,-3.0,12.0,1604.0,297,278.0,262.0,2402,2326.0,4.0,2352,2330.0,-22.0,0,0,,,,,,
2015,1,1,4,AS,507,N625AS,SNA,SEA,1555,1548.0,-7.0,5.0,1553.0,165,155.0,147.0,978,1820.0,3.0,1840,1823.0,-17.0,0,0,,,,,,
2015,1,1,4,AS,103,N584AS,SEA,ANC,1600,1600.0,0.0,11.0,1611.0,230,215.0,200.0,1448,1831.0,4.0,1850,1835.0,-15.0,0,0,,,,,,
2015,1,1,4,AS,604,N520AS,SEA,LAS,1600,1556.0,-4.0,11.0,1607.0,138,134.0,112.0,867,1759.0,11.0,1818,1810.0,-8.0,0,0,,,,,,
2015,1,1,4,AS,696,N703AS,SEA,GEG,1600,1559.0,-1.0,18.0,1617.0,60,62.0,40.0,224,1657.0,4.0,1700,1701.0,1.0,0,0,,,,,,
2015,1,1,4,AS,84,N508AS,ANC,SEA,1615,1604.0,-11.0,10.0,1614.0,200,187.0,173.0,1448,2007.0,4.0,2035,2011.0,-24.0,0,0,,,,,,
2015,1,1,4,AS,892,N596AS,HNL,SAN,1620,1642.0,22.0,13.0,1655.0,338,314.0,297.0,2614,2352.0,4.0,2358,2356.0,-2.0,0,0,,,,,,
2015,1,1,4,AS,858,N559AS,OGG,SAN,1625,1613.0,-12.0,24.0,1637.0,320,319.0,292.0,2541,2329.0,3.0,2345,2332.0,-13.0,0,0,,,,,,
2015,1,1,4,AS,37,N469AS,MSP,SEA,1630,1625.0,-5.0,37.0,1702.0,225,235.0,194.0,1399,1816.0,4.0,1815,1820.0,5.0,0,0,,,,,,
2015,1,1,4,AS,64,N799AS,WRG,KTN,1630,1613.0,-17.0,4.0,1617.0,32,49.0,40.0,82,1657.0,5.0,1702,1702.0,0.0,0,0,,,,,,
2015,1,1,4,AS,759,N609AS,MCI,SEA,1630,1642.0,12.0,15.0,1657.0,235,223.0,204.0,1489,1821.0,4.0,1825,1825.0,0.0,0,0,,,,,,
